Estado,Ano,Faixa_Etaria,Nascimentos,Total_Ano,Percentual,IDHM,IDHM_Renda,IDHM_Educacao,IDHM_Longevidade
Bahia,2021,20-24 anos,45257,185459,24.40269817048512,0.724,0.679,0.69,0.811
Bahia,2021,25-29 anos,43883,185459,23.661833612820086,0.724,0.679,0.69,0.811
Bahia,2021,30-34 anos,36055,185459,19.440954604521753,0.724,0.679,0.69,0.811
Bahia,2021,35-39 anos,24065,185459,12.975913813834863,0.724,0.679,0.69,0.811
Bahia,2021,40-44 anos,7110,185459,3.8337314446858874,0.724,0.679,0.69,0.811
Bahia,2021,Menor de 10 anos,1,185459,0.0005392027348362712,0.724,0.679,0.69,0.811
Bahia,2021,Outras idades,453,185459,0.2442588388808308,0.724,0.679,0.69,0.811
Ceará,2000,10-14 anos,1520,143393,1.060023850536637,0.541,0.588,0.377,0.713
Ceará,2000,15-19 anos,32285,143393,22.515046062220613,0.541,0.588,0.377,0.713
Ceará,2000,20-24 anos,43337,143393,30.222535270201472,0.541,0.588,0.377,0.713
Ceará,2000,25-29 anos,31088,143393,21.680277279923008,0.541,0.588,0.377,0.713
Ceará,2000,30-34 anos,19756,143393,13.777520520527501,0.541,0.588,0.377,0.713
Ceará,2000,35-39 anos,10992,143393,7.665646161249154,0.541,0.588,0.377,0.713
Ceará,2000,40-44 anos,3274,143393,2.283235583326941,0.541,0.588,0.377,0.713
Ceará,2000,Idade ignorada,814,143393,0.567670667326857,0.541,0.588,0.377,0.713
Ceará,2000,Outras idades,327,143393,0.228044604687816,0.541,0.588,0.377,0.713
Ceará,2010,10-14 anos,1510,128831,1.1720781488927354,0.682,0.651,0.615,0.793
Ceará,2010,15-19 anos,24933,128831,19.35326124923349,0.682,0.651,0.615,0.793
Ceará,2010,20-24 anos,36892,128831,28.635964946325032,0.682,0.651,0.615,0.793
Ceará,2010,25-29 anos,30975,128831,24.043126266193696,0.682,0.651,0.615,0.793
Ceará,2010,30-34 anos,21277,128831,16.515434949662737,0.682,0.651,0.615,0.793
Ceará,2010,35-39 anos,10033,128831,7.787721899232328,0.682,0.651,0.615,0.793
Ceará,2010,40-44 anos,2953,128831,2.292150181245197,0.682,0.651,0.615,0.793
Ceará,2010,Idade ignorada,8,128831,0.006209685557047605,0.682,0.651,0.615,0.793
Ceará,2010,Outras idades,250,128831,0.19405267365773765,0.682,0.651,0.615,0.793
Ceará,2017,10-14 anos,1199,127797,0.9382066871679303,0.722,0.656,0.708,0.812
Ceará,2017,15-19 anos,21535,127797,16.85094329287855,0.722,0.656,0.708,0.812
Ceará,2017,20-24 anos,33522,127797,26.230662691612476,0.722,0.656,0.708,0.812
Ceará,2017,25-29 anos,30500,127797,23.86597494463876,0.722,0.656,0.708,0.812
Ceará,2017,30-34 anos,24664,127797,19.29935757490395,0.722,0.656,0.708,0.812
Ceará,2017,35-39 anos,12963,127797,10.14343059696237,0.722,0.656,0.708,0.812
Ceará,2017,40-44 anos,3194,127797,2.4992761958418432,0.722,0.656,0.708,0.812
Ceará,2017,Outras idades,220,127797,0.17214801599411567,0.722,0.656,0.708,0.812
Ceará,2018,10-14 anos,1131,131491,0.8601349141766357,0.73,0.666,0.715,0.816
Ceará,2018,15-19 anos,20485,131491,15.579013012297418,0.73,0.666,0.715,0.816
Ceará,2018,20-24 anos,33790,131491,25.697576259972166,0.73,0.666,0.715,0.816
Ceará,2018,25-29 anos,31484,131491,23.943844065373295,0.73,0.666,0.715,0.816
Ceará,2018,30-34 anos,26480,131491,20.138260413260223,0.73,0.666,0.715,0.816
Ceará,2018,35-39 anos,14350,131491,10.913294446007711,0.73,0.666,0.715,0.816
Ceará,2018,40-44 anos,3565,131491,2.711212174217247,0.73,0.666,0.715,0.816
Ceará,2018,Outras idades,206,131491,0.15666471469530233,0.73,0.666,0.715,0.816
Ceará,2019,10-14 anos,1012,129185,0.7833726825869877,0.739,0.666,0.74,0.819
Ceará,2019,15-19 anos,18731,129185,14.499361380965281,0.739,0.666,0.74,0.819
Ceará,2019,20-24 anos,32472,129185,25.136045206486823,0.739,0.666,0.74,0.819
Ceará,2019,25-29 anos,30812,129185,23.85106630026706,0.739,0.666,0.74,0.819
Ceará,2019,30-34 anos,27188,129185,21.04578704958006,0.739,0.666,0.74,0.819
Ceará,2019,35-39 anos,14909,129185,11.540813561946047,0.739,0.666,0.74,0.819
Ceará,2019,40-44 anos,3839,129185,2.971707241552812,0.739,0.666,0.74,0.819
Ceará,2019,Outras idades,222,129185,0.17184657661493208,0.739,0.666,0.74,0.819
Ceará,2020,10-14 anos,979,121904,0.8030909568184801,0.744,0.677,0.74,0.823
Ceará,2020,15-19 anos,16546,121904,13.5729754560966,0.744,0.677,0.74,0.823
Ceará,2020,20-24 anos,30413,121904,24.948319989499936,0.744,0.677,0.74,0.823
Ceará,2020,25-29 anos,29794,121904,24.440543378396114,0.744,0.677,0.74,0.823
Ceará,2020,30-34 anos,25496,121904,20.91481821761386,0.744,0.677,0.74,0.823
Ceará,2020,35-39 anos,14456,121904,11.858511615697598,0.744,0.677,0.74,0.823
Ceará,2020,40-44 anos,3978,121904,3.263223520147001,0.744,0.677,0.74,0.823
Ceará,2020,Outras idades,242,121904,0.1985168657304108,0.744,0.677,0.74,0.823
Ceará,2021,10-14 anos,960,120266,0.7982305888613573,0.755,0.684,0.766,0.822
Ceará,2021,15-19 anos,15628,120266,12.994528794505515,0.755,0.684,0.766,0.822
Ceará,2021,20-24 anos,29847,120266,24.817487901817636,0.755,0.684,0.766,0.822
Ceará,2021,25-29 anos,30368,120266,25.25069429431427,0.755,0.684,0.766,0.822
Ceará,2021,30-34 anos,24403,120266,20.29085527081636,0.755,0.684,0.766,0.822
Ceará,2021,35-39 anos,14705,120266,12.227063342923188,0.755,0.684,0.766,0.822
Ceará,2021,40-44 anos,4103,120266,3.411604277185572,0.755,0.684,0.766,0.822
Ceará,2021,Outras idades,252,120266,0.2095355295761063,0.755,0.684,0.766,0.822
Distrito Federal,2000,10-14 anos,273,47991,0.568856660623867,0.725,0.805,0.582,0.814
Distrito Federal,2000,15-19 anos,9232,47991,19.236940259632014,0.725,0.805,0.582,0.814
Distrito Federal,2000,20-24 anos,15075,47991,31.412139776208036,0.725,0.805,0.582,0.814
Distrito Federal,2000,25-29 anos,12009,47991,25.02344189535538,0.725,0.805,0.582,0.814
Distrito Federal,2000,30-34 anos,7459,47991,15.542497551624262,0.725,0.805,0.582,0.814
Distrito Federal,2000,35-39 anos,3140,47991,6.542893459190265,0.725,0.805,0.582,0.814
Distrito Federal,2000,40-44 anos,651,47991,1.356504344564606,0.725,0.805,0.582,0.814
Distrito Federal,2000,Idade ignorada,100,47991,0.20837240315892563,0.725,0.805,0.582,0.814
Distrito Federal,2000,Outras idades,52,47991,0.10835364964264134,0.725,0.805,0.582,0.814
Distrito Federal,2010,10-14 anos,215,44251,0.4858647262208764,0.824,0.863,0.742,0.873
Distrito Federal,2010,15-19 anos,5749,44251,12.991796795552643,0.824,0.863,0.742,0.873
Distrito Federal,2010,20-24 anos,10492,44251,23.710198639578767,0.824,0.863,0.742,0.873
Distrito Federal,2010,25-29 anos,11872,44251,26.82877223113602,0.824,0.863,0.742,0.873
Distrito Federal,2010,30-34 anos,9795,44251,22.13509299224876,0.824,0.863,0.742,0.873
Distrito Federal,2010,35-39 anos,4879,44251,11.025739531310027,0.824,0.863,0.742,0.873
Distrito Federal,2010,40-44 anos,1175,44251,2.655307224695487,0.824,0.863,0.742,0.873
Distrito Federal,2010,Outras idades,74,44251,0.1672278592574179,0.824,0.863,0.742,0.873
Distrito Federal,2017,10-14 anos,134,44568,0.3006641536528451,0.847,0.836,0.822,0.884
Distrito Federal,2017,15-19 anos,4825,44568,10.826153293843117,0.847,0.836,0.822,0.884
Distrito Federal,2017,20-24 anos,9429,44568,21.156435110393108,0.847,0.836,0.822,0.884
Distrito Federal,2017,25-29 anos,10472,44568,23.496679231735776,0.847,0.836,0.822,0.884
Distrito Federal,2017,30-34 anos,10694,44568,23.994794471369595,0.847,0.836,0.822,0.884
Distrito Federal,2017,35-39 anos,7128,44568,15.993537964458804,0.847,0.836,0.822,0.884
Distrito Federal,2017,40-44 anos,1748,44568,3.922096571531143,0.847,0.836,0.822,0.884
Distrito Federal,2017,Outras idades,138,44568,0.30963920301561654,0.847,0.836,0.822,0.884
Distrito Federal,2018,10-14 anos,158,44195,0.3575065052607761,0.842,0.842,0.797,0.888
Distrito Federal,2018,15-19 anos,4576,44195,10.354112456160198,0.842,0.842,0.797,0.888
Distrito Federal,2018,20-24 anos,9027,44195,20.425387487272314,0.842,0.842,0.797,0.888
Distrito Federal,2018,25-29 anos,10072,44195,22.789908360674286,0.842,0.842,0.797,0.888
Distrito Federal,2018,30-34 anos,10674,44195,24.15205339970585,0.842,0.842,0.797,0.888
Distrito Federal,2018,35-39 anos,7668,44195,17.350379002149566,0.842,0.842,0.797,0.888
Distrito Federal,2018,40-44 anos,1879,44195,4.251612173322774,0.842,0.842,0.797,0.888
Distrito Federal,2018,Outras idades,141,44195,0.3190406154542369,0.842,0.842,0.797,0.888
Distrito Federal,2019,10-14 anos,160,42422,0.3771627928904813,0.845,0.836,0.808,0.892
Distrito Federal,2019,15-19 anos,4201,42422,9.902880580830702,0.845,0.836,0.808,0.892
Distrito Federal,2019,20-24 anos,8682,42422,20.465796049219744,0.845,0.836,0.808,0.892
Distrito Federal,2019,25-29 anos,9512,42422,22.422328037339117,0.845,0.836,0.808,0.892
Distrito Federal,2019,30-34 anos,10128,42422,23.87440478996747,0.845,0.836,0.808,0.892
Distrito Federal,2019,35-39 anos,7516,42422,17.71722219603036,0.845,0.836,0.808,0.892
Distrito Federal,2019,40-44 anos,2078,42422,4.898401772665126,0.845,0.836,0.808,0.892
Distrito Federal,2019,Idade ignorada,1,42422,0.0023572674555655086,0.845,0.836,0.808,0.892
Distrito Federal,2019,Outras idades,144,42422,0.33944651360143324,0.845,0.836,0.808,0.892
Distrito Federal,2020,10-14 anos,123,39361,0.31249206066919033,0.859,0.841,0.842,0.896
Distrito Federal,2020,15-19 anos,3649,39361,9.270597799852647,0.859,0.841,0.842,0.896
Distrito Federal,2020,20-24 anos,8053,39361,20.45933792332512,0.859,0.841,0.842,0.896
Distrito Federal,2020,25-29 anos,8986,39361,22.829704529864586,0.859,0.841,0.842,0.896
Distrito Federal,2020,30-34 anos,9209,39361,23.396255176443688,0.859,0.841,0.842,0.896
Distrito Federal,2020,35-39 anos,7173,39361,18.223622367317905,0.859,0.841,0.842,0.896
Distrito Federal,2020,40-44 anos,2017,39361,5.124361677802901,0.859,0.841,0.842,0.896
Distrito Federal,2020,Outras idades,151,39361,0.38362846472396533,0.859,0.841,0.842,0.896
Distrito Federal,2021,10-14 anos,109,38035,0.2865781517023794,0.829,0.827,0.825,0.836
Distrito Federal,2021,15-19 anos,3214,38035,8.45011173918759,0.829,0.827,0.825,0.836
Distrito Federal,2021,20-24 anos,7616,38035,20.02366241619561,0.829,0.827,0.825,0.836
Distrito Federal,2021,25-29 anos,9027,38035,23.733403444196135,0.829,0.827,0.825,0.836
Distrito Federal,2021,30-34 anos,8956,38035,23.546733271986326,0.829,0.827,0.825,0.836
Distrito Federal,2021,35-39 anos,6915,38035,18.18062311029315,0.829,0.827,0.825,0.836
Distrito Federal,2021,40-44 anos,2048,38035,5.384514263178651,0.829,0.827,0.825,0.836
Distrito Federal,2021,Outras idades,150,38035,0.39437360326015514,0.829,0.827,0.825,0.836
Espírito Santo,2000,10-14 anos,461,58380,0.78965399109284,0.64,0.687,0.491,0.777
Espírito Santo,2000,15-19 anos,12916,58380,22.12401507365536,0.64,0.687,0.491,0.777
Espírito Santo,2000,20-24 anos,18989,58380,32.52655018842069,0.64,0.687,0.491,0.777
Espírito Santo,2000,25-29 anos,13479,58380,23.088386433710177,0.64,0.687,0.491,0.777
Espírito Santo,2000,30-34 anos,7915,58380,13.557725248372732,0.64,0.687,0.491,0.777
Espírito Santo,2000,35-39 anos,3633,58380,6.2230215827338125,0.64,0.687,0.491,0.777
Espírito Santo,2000,40-44 anos,796,58380,1.3634806440561835,0.64,0.687,0.491,0.777
Espírito Santo,2000,Idade ignorada,136,58380,0.2329564919492977,0.64,0.687,0.491,0.777
Espírito Santo,2000,Outras idades,55,58380,0.09421034600890715,0.64,0.687,0.491,0.777
Espírito Santo,2010,10-14 anos,404,51853,0.7791256050758876,0.74,0.743,0.653,0.835
Espírito Santo,2010,15-19 anos,8672,51853,16.72420110697549,0.74,0.743,0.653,0.835
Espírito Santo,2010,20-24 anos,14281,51853,27.541318727942453,0.74,0.743,0.653,0.835
Espírito Santo,2010,25-29 anos,13851,51853,26.712051376005245,0.74,0.743,0.653,0.835
Espírito Santo,2010,30-34 anos,9457,51853,18.23809615644225,0.74,0.743,0.653,0.835
Espírito Santo,2010,35-39 anos,4176,51853,8.053535957418086,0.74,0.743,0.653,0.835
Espírito Santo,2010,40-44 anos,952,51853,1.835959346614468,0.74,0.743,0.653,0.835
Espírito Santo,2010,Outras idades,60,51853,0.11571172352612191,0.74,0.743,0.653,0.835
Espírito Santo,2017,10-14 anos,371,55846,0.6643268989721735,0.779,0.727,0.732,0.887
Espírito Santo,2017,15-19 anos,7816,55846,13.995630841958242,0.779,0.727,0.732,0.887
Espírito Santo,2017,20-24 anos,12901,55846,23.101027826522937,0.779,0.727,0.732,0.887
Espírito Santo,2017,25-29 anos,13672,55846,24.4816101421767,0.779,0.727,0.732,0.887
Espírito Santo,2017,30-34 anos,12438,55846,22.271962181714,0.779,0.727,0.732,0.887
Espírito Santo,2017,35-39 anos,7049,55846,12.622211080471295,0.779,0.727,0.732,0.887
Espírito Santo,2017,40-44 anos,1513,55846,2.709236113598109,0.779,0.727,0.732,0.887
Espírito Santo,2017,Outras idades,86,55846,0.15399491458654155,0.779,0.727,0.732,0.887
Espírito Santo,2018,10-14 anos,345,56721,0.6082403342677315,0.78,0.727,0.731,0.892
Espírito Santo,2018,15-19 anos,7429,56721,13.097441864565152,0.78,0.727,0.731,0.892
Espírito Santo,2018,20-24 anos,12969,56721,22.864547522081768,0.78,0.727,0.731,0.892
Espírito Santo,2018,25-29 anos,13370,56721,23.571516722201654,0.78,0.727,0.731,0.892
Espírito Santo,2018,30-34 anos,12992,56721,22.90509687769962,0.78,0.727,0.731,0.892
Espírito Santo,2018,35-39 anos,7826,56721,13.797359002838455,0.78,0.727,0.731,0.892
Espírito Santo,2018,40-44 anos,1711,56721,3.016519454875619,0.78,0.727,0.731,0.892
Espírito Santo,2018,Outras idades,79,56721,0.1392782214700023,0.78,0.727,0.731,0.892
Espírito Santo,2019,10-14 anos,281,54925,0.5116067364588074,0.788,0.735,0.743,0.897
Espírito Santo,2019,15-19 anos,6985,54925,12.717341829767864,0.788,0.735,0.743,0.897
Espírito Santo,2019,20-24 anos,12423,54925,22.61811561219845,0.788,0.735,0.743,0.897
Espírito Santo,2019,25-29 anos,12895,54925,23.477469276285845,0.788,0.735,0.743,0.897
Espírito Santo,2019,30-34 anos,12671,54925,23.069640418752847,0.788,0.735,0.743,0.897
Espírito Santo,2019,35-39 anos,7740,54925,14.091943559399182,0.788,0.735,0.743,0.897
Espírito Santo,2019,40-44 anos,1832,54925,3.3354574419663177,0.788,0.735,0.743,0.897
Espírito Santo,2019,Outras idades,98,54925,0.1784251251706873,0.788,0.735,0.743,0.897
Espírito Santo,2020,10-14 anos,308,53767,0.5728420778544461,0.793,0.747,0.741,0.902
Espírito Santo,2020,15-19 anos,6520,53767,12.126397232503209,0.793,0.747,0.741,0.902
Espírito Santo,2020,20-24 anos,12098,53767,22.500790447672365,0.793,0.747,0.741,0.902
Espírito Santo,2020,25-29 anos,12945,53767,24.07610616177209,0.793,0.747,0.741,0.902
Espírito Santo,2020,30-34 anos,12193,53767,22.67747875090669,0.793,0.747,0.741,0.902
Espírito Santo,2020,35-39 anos,7677,53767,14.278274778209681,0.793,0.747,0.741,0.902
Espírito Santo,2020,40-44 anos,1896,53767,3.5263265571819145,0.793,0.747,0.741,0.902
Espírito Santo,2020,Outras idades,130,53767,0.24178399389960387,0.793,0.747,0.741,0.902
Espírito Santo,2021,10-14 anos,300,52493,0.5715047720648467,0.792,0.733,0.758,0.895
Espírito Santo,2021,15-19 anos,6186,52493,11.78442839997714,0.792,0.733,0.758,0.895
Espírito Santo,2021,20-24 anos,12034,52493,22.924961423427888,0.792,0.733,0.758,0.895
Espírito Santo,2021,25-29 anos,12600,52493,24.003200426723563,0.792,0.733,0.758,0.895
Espírito Santo,2021,30-34 anos,11769,52493,22.420132208103936,0.792,0.733,0.758,0.895
Espírito Santo,2021,35-39 anos,7415,52493,14.125692949536129,0.792,0.733,0.758,0.895
Espírito Santo,2021,40-44 anos,2097,52493,3.994818356733279,0.792,0.733,0.758,0.895
Espírito Santo,2021,Outras idades,92,52493,0.17526146343321966,0.792,0.733,0.758,0.895
Goiás,2000,10-14 anos,902,94746,0.9520190825997931,0.615,0.686,0.439,0.773
Goiás,2000,15-19 anos,24190,94746,25.531420851539906,0.615,0.686,0.439,0.773
Goiás,2000,20-24 anos,33982,94746,35.866421801448084,0.615,0.686,0.439,0.773
Goiás,2000,25-29 anos,20829,94746,21.98404154265088,0.615,0.686,0.439,0.773
Goiás,2000,30-34 anos,9867,94746,10.414159964536761,0.615,0.686,0.439,0.773
Goiás,2000,35-39 anos,3651,94746,3.853460832119562,0.615,0.686,0.439,0.773
Goiás,2000,40-44 anos,699,94746,0.7377620163384206,0.615,0.686,0.439,0.773
Goiás,2000,Idade ignorada,568,94746,0.5994976041204906,0.615,0.686,0.439,0.773
Goiás,2000,Outras idades,58,94746,0.06121630464610644,0.615,0.686,0.439,0.773
Goiás,2010,10-14 anos,801,87476,0.9156797292971787,0.735,0.742,0.646,0.827
Goiás,2010,15-19 anos,16070,87476,18.370753120856005,0.735,0.742,0.646,0.827
Goiás,2010,20-24 anos,25669,87476,29.344048653344917,0.735,0.742,0.646,0.827
Goiás,2010,25-29 anos,23232,87476,26.558141661712924,0.735,0.742,0.646,0.827
Goiás,2010,30-34 anos,14636,87476,16.731446339567423,0.735,0.742,0.646,0.827
Goiás,2010,35-39 anos,5672,87476,6.484064200466413,0.735,0.742,0.646,0.827
Goiás,2010,40-44 anos,1223,87476,1.3980977639581142,0.735,0.742,0.646,0.827
Goiás,2010,Idade ignorada,101,87476,0.11546024052311492,0.735,0.742,0.646,0.827
Goiás,2010,Outras idades,72,87476,0.0823082902739037,0.735,0.742,0.646,0.827
Goiás,2017,10-14 anos,597,97520,0.6121821164889254,0.764,0.724,0.754,0.818
Goiás,2017,15-19 anos,14413,97520,14.779532403609515,0.764,0.724,0.754,0.818
Goiás,2017,20-24 anos,25705,97520,26.358695652173914,0.764,0.724,0.754,0.818
Goiás,2017,25-29 anos,24889,97520,25.521944216570958,0.764,0.724,0.754,0.818
Goiás,2017,30-34 anos,19757,97520,20.25943396226415,0.764,0.724,0.754,0.818
Goiás,2017,35-39 anos,9836,97520,10.08613617719442,0.764,0.724,0.754,0.818
Goiás,2017,40-44 anos,2189,97520,2.244667760459393,0.764,0.724,0.754,0.818
Goiás,2017,Idade ignorada,3,97520,0.0030762920426579167,0.764,0.724,0.754,0.818
Goiás,2017,Outras idades,131,97520,0.13433141919606234,0.764,0.724,0.754,0.818
Goiás,2018,10-14 anos,583,98872,0.5896512662836799,0.765,0.735,0.743,0.821
Goiás,2018,15-19 anos,13697,98872,13.853264827251396,0.765,0.735,0.743,0.821
Goiás,2018,20-24 anos,25686,98872,25.979043611942714,0.765,0.735,0.743,0.821
Goiás,2018,25-29 anos,24912,98872,25.196213285864555,0.765,0.735,0.743,0.821
Goiás,2018,30-34 anos,20493,98872,20.72679828465086,0.765,0.735,0.743,0.821
Goiás,2018,35-39 anos,10955,98872,11.079982199207056,0.765,0.735,0.743,0.821
Goiás,2018,40-44 anos,2391,98872,2.418278177846104,0.765,0.735,0.743,0.821
Goiás,2018,Idade ignorada,5,98872,0.005057043450117323,0.765,0.735,0.743,0.821
Goiás,2018,Outras idades,150,98872,0.1517113035035197,0.765,0.735,0.743,0.821
Goiás,2019,10-14 anos,530,96112,0.5514399866822041,0.771,0.735,0.757,0.824
Goiás,2019,15-19 anos,12800,96112,13.31779590477776,0.771,0.735,0.757,0.824
Goiás,2019,20-24 anos,24760,96112,25.76161145330448,0.771,0.735,0.757,0.824
Goiás,2019,25-29 anos,24325,96112,25.30901448310305,0.771,0.735,0.757,0.824
Goiás,2019,30-34 anos,19948,96112,20.754952555352087,0.771,0.735,0.757,0.824
Goiás,2019,35-39 anos,10934,96112,11.376310970534377,0.771,0.735,0.757,0.824
Goiás,2019,40-44 anos,2645,96112,2.751997669385717,0.771,0.735,0.757,0.824
Goiás,2019,Idade ignorada,1,96112,0.0010404528050607625,0.771,0.735,0.757,0.824
Goiás,2019,Outras idades,169,96112,0.17583652405526884,0.771,0.735,0.757,0.824
Goiás,2020,10-14 anos,474,92768,0.5109520524318731,0.774,0.729,0.77,0.827
Goiás,2020,15-19 anos,11730,92768,12.644446360814074,0.774,0.729,0.77,0.827
Goiás,2020,20-24 anos,23656,92768,25.50017247326664,0.774,0.729,0.77,0.827
Goiás,2020,25-29 anos,23875,92768,25.736245256985168,0.774,0.729,0.77,0.827
Goiás,2020,30-34 anos,19511,92768,21.03203690927906,0.774,0.729,0.77,0.827
Goiás,2020,35-39 anos,10782,92768,11.622542255950327,0.774,0.729,0.77,0.827
Goiás,2020,40-44 anos,2590,92768,2.7919110037944117,0.774,0.729,0.77,0.827
Goiás,2020,Idade ignorada,1,92768,0.001077957916522939,0.774,0.729,0.77,0.827
Goiás,2020,Outras idades,149,92768,0.1606157295619179,0.774,0.729,0.77,0.827
Goiás,2021,10-14 anos,452,90961,0.4969162608150746,0.758,0.722,0.79,0.763
Goiás,2021,15-19 anos,11376,90961,12.506458812018337,0.758,0.722,0.79,0.763
Goiás,2021,20-24 anos,23078,90961,25.37131298028826,0.758,0.722,0.79,0.763
Goiás,2021,25-29 anos,23709,90961,26.065016875364165,0.758,0.722,0.79,0.763
Goiás,2021,30-34 anos,18666,90961,20.520882576049075,0.758,0.722,0.79,0.763
Goiás,2021,35-39 anos,10776,90961,11.846835456954079,0.758,0.722,0.79,0.763
Goiás,2021,40-44 anos,2743,90961,3.015578104902101,0.758,0.722,0.79,0.763
Goiás,2021,Idade ignorada,1,90961,0.0010993722584404305,0.758,0.722,0.79,0.763
Goiás,2021,Outras idades,160,90961,0.17589956135046889,0.758,0.722,0.79,0.763
Maranhão,2000,10-14 anos,1441,100811,1.4294075051333683,0.476,0.531,0.312,0.649
Maranhão,2000,15-19 anos,30458,100811,30.212972790667685,0.476,0.531,0.312,0.649
Maranhão,2000,20-24 anos,36349,100811,36.056581127059545,0.476,0.531,0.312,0.649
Maranhão,2000,25-29 anos,17153,100811,17.01500828282628,0.476,0.531,0.312,0.649
Maranhão,2000,30-34 anos,8182,100811,8.116177798057752,0.476,0.531,0.312,0.649
Maranhão,2000,35-39 anos,3873,100811,3.8418426560593586,0.476,0.531,0.312,0.649
Maranhão,2000,40-44 anos,1217,100811,1.2072095307059745,0.476,0.531,0.312,0.649
Maranhão,2000,Idade ignorada,1973,100811,1.9571276943984288,0.476,0.531,0.312,0.649
Maranhão,2000,Outras idades,165,100811,0.16367261509160708,0.476,0.531,0.312,0.649
Maranhão,2010,10-14 anos,1832,119566,1.5322081528193634,0.639,0.612,0.562,0.757
Maranhão,2010,15-19 anos,29683,119566,24.825619323218977,0.639,0.612,0.562,0.757
Maranhão,2010,20-24 anos,41050,119566,34.3325025508924,0.639,0.612,0.562,0.757
Maranhão,2010,25-29 anos,27148,119566,22.70545138250004,0.639,0.612,0.562,0.757
Maranhão,2010,30-34 anos,13085,119566,10.943746550022581,0.639,0.612,0.562,0.757
Maranhão,2010,35-39 anos,5132,119566,4.292190087483064,0.639,0.612,0.562,0.757
Maranhão,2010,40-44 anos,1468,119566,1.227773781844337,0.639,0.612,0.562,0.757
Maranhão,2010,Outras idades,168,119566,0.14050817121924292,0.639,0.612,0.562,0.757
Maranhão,2017,10-14 anos,1521,112985,1.3461963977519138,0.68,0.615,0.673,0.759
Maranhão,2017,15-19 anos,26192,112985,23.181838297119086,0.68,0.615,0.673,0.759
Maranhão,2017,20-24 anos,32993,112985,29.20122140107094,0.68,0.615,0.673,0.759
Maranhão,2017,25-29 anos,25886,112985,22.911005885737048,0.68,0.615,0.673,0.759
Maranhão,2017,30-34 anos,17071,112985,15.109085276806656,0.68,0.615,0.673,0.759
Maranhão,2017,35-39 anos,7547,112985,6.679647740850555,0.68,0.615,0.673,0.759
Maranhão,2017,40-44 anos,1634,112985,1.4462096738505112,0.68,0.615,0.673,0.759
Maranhão,2017,Outras idades,141,112985,0.12479532681329379,0.68,0.615,0.673,0.759
Maranhão,2018,10-14 anos,1546,117156,1.319608043975554,0.685,0.616,0.684,0.764
Maranhão,2018,15-19 anos,26136,117156,22.308716583017514,0.685,0.616,0.684,0.764
Maranhão,2018,20-24 anos,33792,117156,28.84359315784083,0.685,0.616,0.684,0.764
Maranhão,2018,25-29 anos,26773,117156,22.852436068148453,0.685,0.616,0.684,0.764
Maranhão,2018,30-34 anos,18466,117156,15.761890129400117,0.685,0.616,0.684,0.764
Maranhão,2018,35-39 anos,8450,117156,7.21260541500222,0.685,0.616,0.684,0.764
Maranhão,2018,40-44 anos,1852,117156,1.580798251903445,0.685,0.616,0.684,0.764
Maranhão,2018,Outras idades,141,117156,0.12035235071187135,0.685,0.616,0.684,0.764
Maranhão,2019,10-14 anos,1405,113317,1.2398845716000246,0.686,0.613,0.685,0.769
Maranhão,2019,15-19 anos,24339,113317,21.47868369264982,0.686,0.613,0.685,0.769
Maranhão,2019,20-24 anos,32730,113317,28.883574397486694,0.686,0.613,0.685,0.769
Maranhão,2019,25-29 anos,25734,113317,22.709743463028495,0.686,0.613,0.685,0.769
Maranhão,2019,30-34 anos,18191,113317,16.05319590176231,0.686,0.613,0.685,0.769
Maranhão,2019,35-39 anos,8882,113317,7.83818844480528,0.686,0.613,0.685,0.769
Maranhão,2019,40-44 anos,1905,113317,1.6811246326676494,0.686,0.613,0.685,0.769
Maranhão,2019,Outras idades,131,113317,0.11560489599971761,0.686,0.613,0.685,0.769
Maranhão,2020,10-14 anos,1287,106079,1.2132467312097588,0.694,0.614,0.704,0.773
Maranhão,2020,15-19 anos,21845,106079,20.59314284636922,0.694,0.614,0.704,0.773
Maranhão,2020,20-24 anos,30865,106079,29.096239595018808,0.694,0.614,0.704,0.773
Maranhão,2020,25-29 anos,24054,106079,22.675553125500805,0.694,0.614,0.704,0.773
Maranhão,2020,30-34 anos,17201,106079,16.215273522563372,0.694,0.614,0.704,0.773
Maranhão,2020,35-39 anos,8579,106079,8.087368847745548,0.694,0.614,0.704,0.773
Maranhão,2020,40-44 anos,2112,106079,1.9909689948057578,0.694,0.614,0.704,0.773
Maranhão,2020,Outras idades,136,106079,0.12820633678673443,0.694,0.614,0.704,0.773
Maranhão,2021,10-14 anos,1429,108667,1.3150266410225737,0.699,0.621,0.726,0.758
Maranhão,2021,15-19 anos,22182,108667,20.41282081956804,0.699,0.621,0.726,0.758
Maranhão,2021,20-24 anos,31822,108667,29.283959251658736,0.699,0.621,0.726,0.758
Maranhão,2021,25-29 anos,24339,108667,22.39778405587713,0.699,0.621,0.726,0.758
Maranhão,2021,30-34 anos,17317,108667,15.935840687605252,0.699,0.621,0.726,0.758
Maranhão,2021,35-39 anos,9200,108667,8.46623169867577,0.699,0.621,0.726,0.758
Maranhão,2021,40-44 anos,2199,108667,2.0236134244986976,0.699,0.621,0.726,0.758
Maranhão,2021,Outras idades,179,108667,0.1647234210938003,0.699,0.621,0.726,0.758
